txtDescricaoModalidade,codEmpresa,codTipoContratacao,valReajustes,codProcesso,codModalidade,datVigencia,datAssinaturaContrato,valAditamentos,codContrato,valLiquidado,codOrgao,valPago,valAnulacao,valEmpenhadoLiquido,valTotalEmpenhado,anoContrato,numOriginalContrato,txtDescricaoOrgao,valAnuladoEmpenho,datPublicacaoContrato,txtRazaoSocial,valPrincipal,txtTipoContratacao,txtObjetoContrato,coletado
Pregão,1.0,5,0.0,6018202100117515,12,,,0.0,2065,0.0,84.0,0.0,0.0,5940.0,5940.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5940.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - CLORANFENICOL 5 MG/G + RETINOL ACETATO 10.000UI/G +AMINOACIDOS 25 MG/G + METIONINA 5 MG/G POMADA OFTALMICABNG 3,5 G - RECURSO 1168.",21/03/21
Pregão,1.0,5,0.0,6018202100047576,12,,,0.0,2066,0.0,84.0,0.0,0.0,7656.0,7656.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,7656.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS/CDMEC - AQ.TUBO CÔNICO, POLIPROPILENO, GRADUADO, TAMPA DE ROSCA, 15ML.",21/03/21
Inexigibilidade,1.0,5,0.0,6110201900046908,7,,,0.0,2067,0.0,84.0,0.0,0.0,61844.0,61844.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,61844.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - PEÇAS - CONTRATAÇÃO DE SERVIÇO DE ADAPTAÇÃO E AQUISIÇÃO DE ACESSÓRIOS, POR CEXCLUSIVIDADE, PARA UMA
MESA CIRÚRGICA DA MARCA BARFAB PERTENCENTE AO HOSPITAL MUNICIPAL PROF. ARTHUR RIBEIRO DE SABOYA",21/03/21
Dispensa de Licitação,1.0,41,0.0,6022202100000806,6,,,0.0,2068,0.0,22.0,0.0,0.0,420.0,420.0,2021,,Secretaria Municipal de Infraestrutura Urbana e Obras,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,420.0,Nota de Empenho de Serviços com fornecimento de materiais / peças,Contratação de serviços gráficos e personalizados para confecção de cartões de visita.,21/03/21
Pregão,1.0,5,0.0,6018202100094299,12,,,0.0,2069,0.0,84.0,0.0,0.0,12040.0,12040.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,12040.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - ESCOPOLAMINA 6,67 MG/ML + DIPIRONA SODICA 333,4 MG/ML SOLUCAO ORAL GOTAS FRASCO 20 ML - ATA DE REGISTRO DE PREÇO nº 153/2019-SMS.G",21/03/21
Pregão,1.0,5,0.0,6018202100134983,12,,,0.0,2070,0.0,84.0,0.0,0.0,1620.0,1620.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1620.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - CIPROFLOXACINO CLORIDRATO 500 MG COMPRIMIDO - RECURSO 1168,21/03/21
Pregão,1.0,5,0.0,6018202100049722,12,,,0.0,2071,0.0,84.0,0.0,0.0,29068.8,29068.8,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,29068.8,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS/CDMEC - AQ. BROCA PARA ACRILICO MAXICUT NR. 1504,21/03/21
Pregão,1.0,5,0.0,6018202100094043,12,,,0.0,2072,0.0,84.0,0.0,0.0,22752.0,22752.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,22752.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - AGULHA, ANESTESIA, RAQUIDIANA, PONTA QUINCKE, DESCARTÁVEL, ESTÉRIL, 25G X 3 1/2 - ATA DE REGISTRO DE PREÇO nº 306/2019-SMS.G.",21/03/21
Pregão,1.0,5,0.0,6018202100134835,12,,,0.0,2074,0.0,84.0,0.0,0.0,1000.0,1000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,CLORPROMAZINA CLORIDRATO 100 MG COMPRIMIDO - 5.000 UNIDADES.,21/03/21
Inexigibilidade,1.0,30,0.0,6025202100022989,7,26/02/2021,,0.0,2075,3000.0,25.0,0.0,0.0,3000.0,3000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3000.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO: Espetáculo Musical / Show - Bloco Vem Comigo - Bloco Vem Comigo.

",21/03/21
Dispensa de Licitação,1.0,5,0.0,6018202100014260,6,,,0.0,2076,0.0,84.0,0.0,0.0,11989.0,11989.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,11989.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Aquisição de equipamentos permanentes - cadeira de rodas adulto e mesa auxiliar,  para unidades de saúde desta Coordenadoria",21/03/21
Pregão,1.0,5,0.0,6018202100093799,12,,,0.0,2077,0.0,84.0,0.0,0.0,2520.0,2520.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2520.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - BUPIVACAÍNA CLORIDRATO 5 MG/ML (O,5%) SOLUÇÃO INJETÁVEL FAM OU AMP 20 ML - ATA DE RP 154/2019 SMS G.",21/03/21
Pregão,1.0,5,0.0,6018202100086121,12,,,0.0,2078,0.0,84.0,0.0,0.0,0.0,225000.0,2021,,Fundo Municipal de Saúde,225000.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,225000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - CDMEC - CLORETO DE SODIO 9 MG/ML (0,9% - 0,154 mEq/MLNa+) SOLUCAO INJETAVEL SISTEMA FECHADO 500 ML - RECURSO 1168",21/03/21
Pregão,1.0,5,0.0,6018202100092407,12,,,0.0,2079,0.0,84.0,0.0,0.0,90000.0,90000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,90000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - LUVA, CIRÚRGICA, LÁTEX, DESCARTÁVEL, ESTÉRIL, (NR. 7,5 - CONFORME RDC N° 55 de 04/11/2011 E NBR -ISO 10.282/2014) - ATA DE REGISTRO DE PREÇO nº 422/2020-SMS.G",21/03/21
Pregão,1.0,5,0.0,6018202100117094,12,,,0.0,2080,0.0,84.0,0.0,0.0,13920.0,27840.0,2021,,Fundo Municipal de Saúde,13920.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,13920.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS-NALBUFINA CLORIDRATO 10 MG/ML SOLUCAO INJETAVEL AMP1ML-RECURSO 1168.,21/03/21
Inexigibilidade,1.0,30,0.0,6025202100025112,7,12/03/2021,,0.0,2081,0.0,25.0,0.0,0.0,3000.0,3000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - ONLINE - CCM GUAIANASES -   Show - Vanessa Kryolla, ",21/03/21
Inexigibilidade,1.0,30,0.0,6025202100025864,7,06/03/2021,,0.0,2083,10000.0,25.0,0.0,0.0,10000.0,10000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,10000.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO-       Show - ELIANA DE LIMA - LIVE ELIANA DE LIMA - DIA INTERNACIONAL DA MULHER, em 06/03/2021, totalizando 1 (uma) apresentação conforme proposta/cronograma.

",21/03/21
Pregão,1.0,5,0.0,6018202100115393,12,,,0.0,2084,0.0,84.0,0.0,0.0,143.0,143.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,143.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS-SULFATO FERROSO 125 MG/ML (EQUIVALENTE A 25 MG DEFE++) SOLUCAO ORAL GOTAS FRASCO 30 ML- RECURSO 1168.
",21/03/21
Pregão,1.0,5,0.0,6018202100103409,12,,,0.0,2085,0.0,84.0,0.0,0.0,0.8,123468.8,2021,,Fundo Municipal de Saúde,123468.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,123468.8,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente," ESCOVA, DEGERMANTE, GLUCONATO DE CLOREXIDINA - 58.240 UNIDADES.",21/03/21
Inexigibilidade,1.0,30,0.0,6019202100000834,7,02/03/2022,,0.0,2086,7990.0,19.0,0.0,0.0,7990.0,7990.0,2021,,Secretaria Municipal de Esportes e Lazer,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,7990.0,Nota de Empenho para Fornecimento de Serviços,Disponibilização de licença de uso sob a forma de assinatura anual do sistema de Banco de Preços.,21/03/21
Não Aplicável,1.0,22,0.0,6024201900053591,8,,,0.0,2087,0.0,93.0,0.0,0.0,1007741.79,1007741.79,2021,055/2021,Fundo Municipal de Assistência Social,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5588386.29,Termo de Colaboração - Lei Federal 13.019/2014,CELEBRAÇÃO  - SAICA - MO,21/03/21
Pregão,1.0,5,0.0,6018202100103379,12,,,0.0,2088,0.0,84.0,0.0,0.0,8385.24,8385.24,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,8385.24,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS-DRENO, PENROSE, NR.01,02 E 04-RECURSO 1168.",21/03/21
Inexigibilidade,1.0,30,0.0,6025202100026348,7,,,0.0,2089,0.0,25.0,0.0,0.0,15000.0,15000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,15000.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO: Espetáculo Musical / Show - Nando Luz e Grupo - Show Literário Acenando com Bandeira + CULTURA ONLINE, conforme proposta e programação oficial do evento.

",21/03/21
Não Aplicável,1.0,22,0.0,6024202100003709,8,30/07/2021,,0.0,2091,0.0,93.0,0.0,0.0,224329.08,224329.08,2021,056/2021,Fundo Municipal de Assistência Social,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,224329.08,Termo de Colaboração - Lei Federal 13.019/2014,CELEBRAÇÃO - CJ - AD,21/03/21
Pregão,1.0,5,0.0,6018202100102283,12,,,0.0,2092,0.0,84.0,0.0,0.0,6558.3,6558.3,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,6558.3,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS/CDMEC - AQ. GÁS REFRIGERANTE PARA TESTE DE VITALIDADE PULPAR,21/03/21
Pregão,1.0,5,0.0,6018202100103620,12,,,0.0,2093,0.0,84.0,0.0,0.0,19162.0,19162.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,19162.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,EMBALAGEM PLIPROPILENO 75 X 75 CM STERRAD - 13.400 UNIDADES.,21/03/21
Inexigibilidade,1.0,30,0.0,6025202100026976,7,10/03/2021,,0.0,2094,1200.0,25.0,0.0,0.0,1200.0,1200.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1200.0,Nota de Empenho para Fornecimento de Serviços,SMC - ONLINE - CCM DA PENHA - Intervenção Artística - DJ YUME - Mês do Hip Hop,21/03/21
Dispensa de Licitação,1.0,2,0.0,6016202100156781,6,,,0.0,2095,0.0,16.0,0.0,0.0,3179433.34,3179433.34,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,9027889.33,Termo de Contrato - Serviços,Contratação serviços de limpeza - 2ª colocada em continuidade aos serviços do TC 423/2020 Lote 01.,21/03/21
Dispensa de Licitação,1.0,2,0.0,6016202100156803,6,,,0.0,2096,0.0,16.0,0.0,0.0,11222434.08,11222434.08,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,29801380.12,Termo de Contrato - Serviços,"Contratação serviços de limpeza - 2ª colocada em continuidade aos serviços do TC 251/2020 Lotes 02,03,04,05,08.",21/03/21
Pregão,1.0,5,0.0,6018202100094116,12,,,0.0,2097,0.0,84.0,0.0,0.0,48750.0,48750.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,48750.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente, CEFUROXIMA SÓDICA EM PÓ PARA SOLUÇÃO INJETÁVEL EM FRASCOAMPOLA COM 750 MG - FAM - 2.500 UNIDADES.,21/03/21
Dispensa de Licitação,1.0,2,0.0,6016202100159241,6,,,0.0,2098,0.0,16.0,0.0,0.0,2107551.03,2107551.03,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5596640.54,Termo de Contrato - Serviços,Contratação serviços de limpeza - 4ª colocada em continuidade aos serviços do TC 251/2020 Lote 07.,21/03/21
Pregão,1.0,5,0.0,6018202100116810,12,,,0.0,2099,0.0,84.0,0.0,0.0,5200.0,5200.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5200.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente," COLETOR DE URINA IINFANTIL UNISSEX - 13.000 UNIDADES, ",21/03/21
Pregão,1.0,5,0.0,6018202100124732,12,,,0.0,2100,0.0,84.0,0.0,0.0,78975.0,78975.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,78975.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente, POLIESTIRENOSSULFONATO DE CÁLCIO EM PÓ PARA USO ORAL 900 MG/G - 3.900 UNIDADES,21/03/21
Inexigibilidade,1.0,30,0.0,6025202100026925,7,,,0.0,2101,0.0,25.0,0.0,0.0,3500.0,3500.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3500.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO: Espetáculo teatral - Rosas Periféricas - Ladeira das Crianças - Teatro Funk.

",21/03/21
Dispensa de Licitação,1.0,5,0.0,6018202000798553,6,24/04/2021,,0.0,2102,0.0,84.0,0.0,0.0,2099.99,2099.99,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2099.99,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de 01 (uma) autoclave para o SAE MITSUTANI ,21/03/21
Dispensa de Licitação,1.0,5,0.0,6018202000798553,6,24/04/2021,,483.98,2103,0.0,84.0,0.0,0.0,1417.9,1417.9,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,933.92,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de 01 (um) destilador de água e  01 (uma) mesa auxiliar de inox para o SAE MITSUTANI.,21/03/21
Pregão,1.0,5,0.0,6018202100124643,12,,,0.0,2104,0.0,84.0,0.0,0.0,24250.0,24250.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,24250.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,GLICEROL ENEMA 120 MG/ML (12%) FRASCO 500 ML - 5.000 UNIDADES,21/03/21
Pregão,1.0,5,0.0,6018202100124490,12,,,0.0,2105,0.0,84.0,0.0,0.0,81000.0,81000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,81000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,PROPOFOL EMULSÃO INJETÁVEL COM 10 MG/ML EM AMPOLA OU FRASCO AMPOLA - 9.000 UNIDADE.,21/03/21
Inexigibilidade,1.0,30,0.0,6025202100025414,7,,,0.0,2106,0.0,25.0,0.0,0.0,0.0,0.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2000.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO-      Espetáculo teatral - Cia Porto de Luanda - A Menina e o Vento, em 13/03/2021, totalizando 1 apresentações conforme proposta/cronograma.

",21/03/21
Pregão,1.0,5,0.0,6016202100111230,12,,,0.0,2107,0.0,16.0,0.0,0.0,17940.0,17940.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,17940.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,AQUISIÇÃO DE ALCOOL ETILICO 70% ATA RP 190/2020 - SMS-G,21/03/21
Inexigibilidade,1.0,30,0.0,6025202100025198,7,,,0.0,2108,0.0,25.0,0.0,0.0,3000.0,3000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3000.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO:  Espetáculo Musical / Show - Clássicas Hip Hop.

",21/03/21
Dispensa de Licitação,1.0,5,0.0,6018202000791796,6,19/04/2021,,0.0,2109,0.0,84.0,0.0,0.0,6154.29,6154.29,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,6154.29,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de Caixa de Som para Computador e Câmera Web com Microfone Integrado para uso das unidades da CRSSul ,21/03/21
Dispensa de Licitação,1.0,5,0.0,6018202100087020,6,09/04/2021,,0.0,2110,2812.0,84.0,0.0,0.0,2812.0,2812.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2812.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Aquisição de FITA ADESIVA, MATERIAL CREPE para uso do PADI SUL ",21/03/21
Inexigibilidade,1.0,2,0.0,6020201700008108,7,30/12/2020,23/03/2016,0.0,2111,3025.5,20.0,3025.5,0.0,3025.5,3025.5,2021,0626/16,Secretaria Municipal de Mobilidade e Transportes,0.0,24/03/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,200000.0,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201700010447,7,31/12/2021,09/05/2016,0.0,2112,1398.8,20.0,1398.8,0.0,1398.8,1398.8,2021,0861/16,Secretaria Municipal de Mobilidade e Transportes,0.0,10/05/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,112182.75,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201700007535,7,31/12/2021,06/03/2016,0.0,2113,3660.12,20.0,3660.12,0.0,3660.12,3660.12,2021,0567/16,Secretaria Municipal de Mobilidade e Transportes,0.0,22/03/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,112182.75,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201700008280,7,31/12/2021,13/03/2016,0.0,2114,1053.75,20.0,1053.75,0.0,1053.75,1053.75,2021,0644/16,Secretaria Municipal de Mobilidade e Transportes,0.0,22/03/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,105950.38,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201800033481,7,31/12/2021,31/07/2018,0.0,2115,2458.43,20.0,2458.43,0.0,2458.43,2458.43,2021,1549/18,Secretaria Municipal de Mobilidade e Transportes,0.0,03/09/2018,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,112182.75,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201800033287,7,31/07/2021,31/07/2018,0.0,2116,7527.68,20.0,7527.68,0.0,7527.68,7527.68,2021,1600/18,Secretaria Municipal de Mobilidade e Transportes,0.0,04/09/2018,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,112182.75,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201700003343,7,31/12/2021,28/02/2016,0.0,2117,7775.02,20.0,7775.02,0.0,7775.02,7775.02,2021,0145/16,Secretaria Municipal de Mobilidade e Transportes,0.0,09/03/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,162041.75,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201700011540,7,31/12/2021,09/05/2016,0.0,2118,2578.18,20.0,2578.18,0.0,2578.18,4678.04,2021,0972/16,Secretaria Municipal de Mobilidade e Transportes,2099.86,10/05/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,162041.75,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Dispensa de Licitação,1.0,5,0.0,6016202100130316,6,06/03/2021,,0.0,2119,0.0,16.0,0.0,0.0,1820.0,1820.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1820.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de cilindros de gás GLP - P45,21/03/21
Pregão,1.0,5,0.0,6018202100064918,12,,,0.0,2120,0.0,84.0,0.0,0.0,98750.0,98750.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,98750.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - FLUCONAZOL 150 MG CAPSULA - ATA DE RP - 143/2019 - SMS G.,21/03/21
Pregão,1.0,5,0.0,6018202100099266,12,,,0.0,2121,0.0,84.0,0.0,0.0,12190.0,12190.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,12190.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - FLUMAZENIL 0,1 MG/ML SOLUCAO INJETAVEL AMP. 5 ML -RECURSO 1168",21/03/21
Pregão,1.0,5,0.0,6018202100076800,12,,,0.0,2122,0.0,84.0,0.0,0.0,3075.0,3075.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3075.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - ESCOVA, AÇO, LIMPEZA, BROCAS",21/03/21
Pregão,1.0,5,0.0,6018202100091540,12,,,0.0,2123,0.0,84.0,0.0,0.0,13440.0,13440.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,13440.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS-ACIDO ASCORBICO (VIT. C) 100MG/ML SOLUCAO INJETAVELAMP. 5 ML-RECURSO 1168.,21/03/21
Pregão,1.0,5,0.0,6018202100088825,12,,,0.0,2124,0.0,84.0,0.0,0.0,668.75,668.75,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,668.75,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - FORMALDEIDO, SOLUCAO A 10%; AZUL DE TOLUIDINA 10",21/03/21
Inexigibilidade,1.0,30,0.0,6025202100019821,7,,,0.0,2125,0.0,25.0,0.0,0.0,3000.0,3000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - ONLINE - CCTL -  Show - Sainha de Chita, ",21/03/21
Pregão,1.0,5,0.0,6018202100065965,12,,,0.0,2126,0.0,84.0,0.0,0.0,106000.0,106000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,106000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - ESCOVA, DEGERMANTE, GLUCONATO DE CLOREXIDINA - ATA DE REGISTRO DE PREÇO nº 119/2019-SMS.G.",21/03/21
Inexigibilidade,1.0,30,0.0,6025202100020838,7,26/02/2021,,0.0,2127,1000.0,25.0,0.0,0.0,1000.0,1000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1000.0,Nota de Empenho para Fornecimento de Serviços,SMC - ONLINE - CCM VILA FOMROSA - Vivência Artístico Cultural - Cia Terrível - O Carnaval Suas Brincadeiras e Cantigas Recicladas.,21/03/21
Dispensa de Licitação,1.0,5,0.0,6049202100002164,6,10/03/2021,,0.0,2128,17592.22,41.0,0.0,0.0,17592.22,17592.22,2021,,Subprefeitura Perus/Anhanguera,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,17592.22,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de tubo metalon redondo,21/03/21
Pregão,1.0,5,0.0,6018202100106882,12,,,0.0,2129,0.0,84.0,0.0,0.0,5884.0,5884.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5884.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS- AQ. GUTA PERCHA, BASTAO, 8 UNIDADES.",21/03/21
Pregão,1.0,5,0.0,6018202100089023,12,,,0.0,2130,0.0,84.0,0.0,0.0,13440.0,13440.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,13440.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - SIMETICONA 75 MG/ML EMULSAO ORAL GOTAS FRASCO 10 ML - RECURSO 1168,21/03/21
Dispensa de Licitação,1.0,12,0.0,6018202000893157,6,,,0.0,2131,0.0,84.0,0.0,0.0,1860000.0,1860000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1860000.0,Contrato de Gestão - Lei Federal 9.637/1998,"Disponibilidade de assistência hospitalar em Leitos de internação clínica adulto (média complexidade), destinada ao paciente com diagnóstico COVID-19, em situação não crítica, visando o enfrentamento da pandemia pela COVID-19.",21/03/21
Pregão,1.0,5,0.0,6018202100111886,12,,,0.0,2132,0.0,84.0,0.0,0.0,1914.0,1914.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1914.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - HIDRÓXIDO, CÁLCIO, CIMENTO;",21/03/21
